t0,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24,t25,t26,t27,t28,t29,t30,t31,t32,t33,t34,t35,t36,t37,t38,t39,t40,t41,t42,t43,t44,t45,t46,t47,t48,t49
0.09934283060224654,0.16350576846713538,0.5048047124995126,0.8501408724921535,0.6488518756588192,0.7733448632071198,1.2302551861172906,1.1284148580124054,0.9055913390136977,1.095693792131643,0.845784883487268,0.7619968122912948,0.7886704513885227,0.21545448155965652,0.08890017261495159,0.14119707806131332,-0.13849600408617152,-0.06502769516545105,-0.49671303312786247,-0.7731782922709958,-0.35509864152347737,-0.826986742565337,-0.8730936654354151,-1.243617490279352,-1.1042556578542344,-0.9731945950072249,-1.1888665685211215,-0.8114597027038657,-0.901959220451791,-0.7065671452664445,-0.611058874449818,0.05534741887816613,-0.13057660663209342,-0.14747196581046768,0.4181635663301449,0.18971500912335343,0.6398832494921662,0.3483439722993599,0.5895055532256597,0.9778406692235849,1.1348750994135322,1.033759872438682,0.9517982557041759,0.8541918838979551,0.5244678565234705,0.5517137089245453,0.4534071470185924,0.5866914501231579,0.25988228661506596,-0.3526080310725464
0.064816793878959,0.11414217261810901,0.23988260481818238,0.667870158978722,0.9018824551026766,1.0064282784201957,0.7465691183712846,0.9130854370115808,1.0657389024814008,1.182290808838922,0.8426335744807024,0.8180109676725827,0.5190110022741101,0.35886920567508196,0.5963889035963978,0.5249025896236724,0.04966819566464646,0.07282941789389902,-0.24278101301409344,-0.6197415029249624,-0.5759492742061054,-0.47422416917483595,-0.8937645141949901,-0.6457391218738593,-1.519328133767147,-0.8309986120741534,-0.9412584393890266,-0.9464007764661736,-0.7634793271609296,-1.0457421782279677,-0.5346519295714409,-0.24368570372127213,0.1677016472637966,-0.039583823674017055,0.09195586333086953,0.33353233040065056,0.78119095403163,0.806028219007252,0.749190722251938,1.0411219086724315,1.0065972932840581,1.1932152143072658,0.8345172934063535,0.8488801936962592,0.7417506239705245,0.40297956097706333,0.6047589566234651,0.42747805931535265,0.19218132002986585,-0.04691742667502902
-0.2830741484100829,0.1070295641483005,0.30672410157402025,0.3850794473662247,0.6634254082702845,0.9009824259598637,1.2916498032579184,1.0098434747481915,1.050996294345241,0.9722926002612167,0.5547141789899521,0.8498399879155029,0.7523240390635211,1.0907589529882733,0.39541154616133367,0.3139640523762304,0.05712786603966457,-0.36161276920841223,-0.08654365512061615,-0.3403309454665827,-0.49002200589917877,-0.9637089734269776,-0.6060404441857801,-1.2390380655951168,-0.8780076941891438,-0.5572879877872023,-1.1567751180627985,-0.9998588522935545,-0.7619012094505018,-0.748923526131029,-0.8008502382171652,-0.30139562306241596,-0.3403379044297276,0.15878870610774876,0.06976973706274642,0.7438706201210659,0.44145987202396764,0.6758656938341799,1.0178462064792797,0.6922955587629691,1.032673770335276,1.2609147670571736,0.6534312652695784,0.9513393947222737,0.8721488134466406,0.8520471249589492,0.29814475903493354,0.1111756822625195,0.2955469418247532,0.05939693464663758
0.05009857006917531,0.2604482706007675,0.23926206056367597,0.5919856406427492,0.7542970452632226,0.6773019709916824,1.2875675252447636,1.0696944963641812,0.7612255167601584,1.118492505141216,0.7435320880042962,1.0125596837538366,0.9719971128767967,0.433974066820874,0.6265589649664225,0.3362107692968075,0.22848225197961125,0.2514814348462837,-0.3641858412241944,-0.6414647848754355,-0.8261312812328929,-0.9449935394611175,-0.9020196482558207,-0.8904374580733319,-0.9400409530831941,-0.8299424631419934,-0.9560674746610796,-0.5958924909415367,-0.8347628491156213,-0.10419456198986532,-0.3655840824509373,-0.48653972930687794,-0.3420556612967291,0.1605647030293495,0.2089620268443369,0.5766838379359763,0.6927580554059241,0.7257122145439405,0.6857840193916648,0.6354989771125873,0.8978787930010459,1.1707659750653825,1.0177466610078647,0.6652648672734152,0.8548084397671923,0.7727460265492544,0.3687634139703233,0.40601202606848036,0.20280037239057366,-0.22859405956612427
0.07155747206965667,0.3033155339750192,0.5918772535144295,0.756295311617529,0.42014867701206815,0.6326072466139314,1.0174196764575443,1.0776851023642655,1.1024957534618978,1.7577280815453944,1.0526465241883938,1.082255891041466,0.9310783497739563,0.7283887807523757,0.37082989018948903,0.40544842800816133,-0.09049482292680115,-0.17524088303250762,-0.41218092758944097,-0.474342724126673,-0.18529668197308646,-1.1552845209863793,-0.7493472682980972,-1.281211027274591,-1.0897654861070847,-0.7775889935557249,-0.9458118492175683,-1.1021482619588614,-0.9248922243200237,-0.5123088455208539,-0.6367908783473659,-0.27181650010722647,-0.11876279370374387,-0.066249849540451,0.6824434017745722,0.5606675435811601,0.19308201315969364,0.7775688600292006,0.7227854700516682,1.108955089009005,0.82867763572791,0.9765389279073082,1.0759253679779155,1.0875636618498372,0.5801129731858007,0.6287823034352974,0.4505458389783587,0.24460115836463237,0.544249476757593,0.08099634219219147
-0.25217679086700906,0.37473101811232756,0.7996982442819008,0.7520279533207779,0.39180855741268367,0.7233254400237057,1.1677948528531368,0.8333940190580675,1.0882501018299338,1.1421085941003175,0.7530823277341439,0.8432376917929861,0.09202452906150127,0.3932330022243581,0.3833701088389261,0.004097947516537942,0.3905524807670403,-0.4139054372766324,-0.40311711536301703,-0.4645694365467192,-0.35997373749456507,-1.0690039127039177,-0.6539665559420079,-0.9566212408327431,-1.191680843158788,-0.902958418096544,-0.9188559139219669,-1.0066426818047591,-0.7678710654700263,-0.7252911146801411,-0.46801408295368896,-0.1826820831194121,0.1893262015445638,-0.1834928797846574,0.6802612588407604,0.04346617921305751,0.5677535114840985,0.8579414383722304,0.9113411365523523,0.8139285180856415,0.945557333342995,0.9008860292689215,0.8570549607929816,1.0843330424200177,0.8915753517899654,0.5571006315513563,0.7254548762972001,0.43672690905469663,0.3537310524691657,0.1259257683847228
-0.16579900218441446,0.0791224206619784,0.5247257259040266,0.6676089542972414,0.6915022318106567,0.8436377312587123,1.1699456021734973,0.8566136344146578,1.1089056924346956,0.9467432529276713,0.8949321814043164,1.0748981334027843,0.9053612668729218,0.7608124576913438,0.6949795005484241,0.25785535223605965,0.20046081423970602,-0.18993051300319705,-0.2502749475259318,-0.5167461628774744,-0.6288292023092446,-0.6628000773806471,-1.0502434430196943,-0.5401903978995686,-1.1965825892491382,-1.2382168355067447,-0.7270456783366473,-0.7282667675804129,-0.657007519057599,-0.5225592934549331,-0.4931669065733215,-0.49455909232078776,-0.11271625004576137,-0.07136212232170992,0.4486785305930573,0.40447226281713017,0.43301109113271274,0.6760008287447163,0.9377290538604706,0.8257235114889653,0.8227377043011638,1.0482236584990705,1.0239212264035684,0.8130239879415868,0.7259645934732915,0.7420925380750143,0.2559180329110851,0.0937742500040637,0.04746978445088648,-0.042689430342369085
0.06218151311960092,0.48622987209128277,0.546798929519778,0.5135471952178631,0.6918793090229486,0.6196663816693941,0.9107099958173343,0.917196184397796,1.0640299282683061,0.8217355947039855,1.0423377248979948,1.1616905456058617,0.7185259673839444,0.6784528749110044,0.5719125374597807,0.1734104895323406,0.1088887163427966,-0.12535868152814686,-0.2955729983138539,-0.6453195087750309,-0.6433263604559997,-0.6822318242189398,-0.5963705848139915,-0.7668136878196192,-0.5647426214468866,-1.148848625526808,-0.7842037256925253,-0.8499309052253298,-0.34387089582449554,-0.8098880523788194,-0.6586619204400939,-0.43498674711242585,-0.552656306546468,-0.041080784355439784,0.10182805159876746,0.4639624964127994,0.666461725646647,1.1155121649184923,1.0452275306425558,0.8230876909172796,0.8074988491447784,1.0978700505019892,0.7108812707776955,1.2807043761866836,1.0560602787412134,0.6018474201825461,0.20290799539237442,0.6460414797124574,0.1682506596508501,0.24756326239469273
-0.31888553175887346,0.07128362411061774,0.3763157448230108,0.5549310199634969,0.6056694563076377,0.9447422410664558,0.7008885371392934,0.946452015177565,1.0235453425430678,1.0900695502262,1.0807913976675385,0.6302143446377724,0.43345516292819136,0.8536458948709179,0.5003465415134765,0.10395727659819712,0.37430061508521784,-0.10474223482593409,-0.07924878121085496,-0.4772138557219157,-0.23607881033139078,-0.4307633139793889,-0.9363921360688146,-0.7643536628457894,-0.8663039230321684,-0.7216528014427284,-1.1516525451526818,-0.7493890143733122,-0.5701465850981124,-0.9999762925924119,-0.7273692545370936,-0.7229546535756416,-0.18175852857341818,0.2075786711399049,0.5541259943287127,0.44870269520151296,0.9238336396054735,0.46425770543233674,0.5144662751343148,0.9273588822704365,1.0639948732023115,0.9929472665818694,0.5614394921738486,0.8965886151132552,0.5592783544959854,0.8296170603694948,0.6188545504299195,0.1872910476139037,0.08838524523403496,-0.21184270437778996
-0.012535819454634375,0.38218709280162,0.17812179561226538,0.6463442043141174,0.5896310269289982,0.6615976881444872,0.8930065510249007,0.7678794476979489,0.8887563551312517,0.7476062048966804,1.3314134486330382,0.8621954733996919,0.6003328954767987,0.6409065126380605,0.4114181291793922,0.20946066400286326,0.18690355998939828,0.023624380324955202,-0.4212084475457258,-0.6058812001328735,-0.703238734738117,-1.2422157154151467,-1.1896375188127104,-0.6852929995477557,-0.6663855702489412,-1.0451863208604737,-0.8433564604255076,-0.8243492754642929,-0.16605532077698248,-0.4243134130208737,-0.5163010703000919,-0.5062163061437066,-0.44916642573602117,0.10476294715415704,0.1023844348526464,0.14943299719802305,0.46879595364270976,0.5239683963524361,1.1925710900198587,1.1147963734396504,0.9855872551511266,1.2954750439786933,0.9904015737113476,0.7421557827501601,1.1247970700508874,0.8034645593404188,0.3380856703452586,0.3371992692626531,0.01603497802442222,-0.27655994619286683
